作业流水号,号牌号码,车架号,保险单开始时间,保险单结束时间,号牌种类,检测站
2018071003297,粤A9ER24,LBVPZ1106ASE01924,2017/7/14 0:00,2018/7/13 0:00,小型汽车,广州市番禺区石基机动车检测站
2018071003299,粤AL657D,LVHFA165X75005292,2018/6/14 0:00,2019/6/13 0:00,小型汽车,广州番骏机动车检测有限公司
2018071003300,粤A0CX85,LSCBBN3R3EG601157,2018/4/28 0:00,2019/4/27 0:00,小型汽车,广州市外运机动车检测有限公司
2018071003301,粤A87A17,LSGJT52U66H088382,2017/7/15 0:00,2018/7/14 0:00,小型汽车,广州市白云区粤翔机动车检测站
2018071003302,粤L27L01,LNBMDLAA3GR689894,2018/6/30 0:00,2019/6/29 0:00,小型汽车,广州市番通汽车检测有限公司
2018071003303,粤A44L88,LJNTGU2G76N026661,2018/3/31 0:00,2019/3/30 0:00,小型汽车,广州市园林水荫机动车检测站
2018071003304,粤A1812T,LFMAPE2C290101085,2017/7/14 0:00,2018/7/13 0:00,小型汽车,广州市诚安汽车科技有限公司
2018071003305,粤A376A7,JTEBL29JX75081184,2017/8/10 0:00,2018/8/9 0:00,小型汽车,广东大路机动车检测有限公司
2018071003306,粤AM0679,LZGC56K148T000707,2017/10/26 0:00,2018/10/25 0:00,大型汽车,广州穗安环保科技发展有限公司
2018071003308,粤AJE268926,LSCABN3RXJE268926,2018/7/11 0:00,2019/7/10 0:00,小型汽车,广州番骏机动车检测有限公司
2018071003309,粤A239JE,LJ11KBBC9A6008447,2018/3/9 0:00,2019/3/8 0:00,小型汽车,广州穗安环保科技发展有限公司
2018071003310,粤AZ4V71,LVGBE42K27G120073,2017/7/25 0:00,2018/7/24 0:00,小型汽车,广州市天河安利汽车检测中心
2018071003311,粤O90200,LCUFM53825S006279,2018/3/29 0:00,2019/3/28 0:00,大型汽车,广州市交海汽车检测有限公司
2018071003313,粤AR0G28,LVZSR31B75T403631,2017/8/9 0:00,2018/8/8 0:00,小型汽车,广州市园林水荫机动车检测站
2018071003314,粤AM0176,LA6R3HSF3DB300727,2018/6/30 0:00,2019/6/29 0:00,大型汽车,广州交通集团汽车检测服务有限公司
2018071003315,粤AW656S,WDDHF4JB7AA218348,2017/7/22 0:00,2018/7/21 0:00,小型汽车,广州市翔龙机动车检测有限公司
2018071003316,粤AR4T26,LVHFB2640C5056496,2017/8/1 0:00,2018/7/31 0:00,小型汽车,广州大昌行喜龙机动车检测有限公司
2018071003317,粤AW9830,LVFAD1AD0AG001398,2018/7/7 0:00,2019/7/6 0:00,小型汽车,增城市新塘机动车检测站
2018071003318,粤A011KB,LJNTGU2G3AN047080,2017/8/4 0:00,2018/8/3 0:00,小型汽车,广东粤旅汽车检测有限公司检测站
2018071003319,粤AS7S67,LSVT91336DN542837,2017/8/15 0:00,2018/8/14 0:00,小型汽车,广州交通集团汽车检测服务有限公司
2018071003320,粤A4863P,LJNMDV1L7AN038237,2018/7/8 0:00,2019/7/7 0:00,小型汽车,广州华工机动车检测技术有限公司
2018071003321,粤AS822N,LGBH1AE009Y091177,2017/8/21 0:00,2018/8/20 0:00,小型汽车,广州穗安环保科技发展有限公司
2018071003322,粤H62A42,LTVBA433X30020408,2017/8/25 0:00,2018/8/24 0:00,小型汽车,广州市大康机动车检测有限公司
2018071003323,粤ABY400,LCUFM53864S004923,2017/11/30 0:00,2018/11/29 0:00,大型汽车,广州保兴车辆检测科技有限公司
2018071003324,粤FYF713,LYMTGACC2EA107902,2018/7/10 0:00,2019/7/9 0:00,普通摩托车,广州从化小海摩托车检测站有限公司
2018071003325,粤A5RJ58,LJDDAA12390022347,2017/7/27 0:00,2018/7/26 0:00,小型汽车,广州市大康机动车检测有限公司
2018071003326,粤HFU525,LVSHFCAC1GH081374,2018/6/28 0:00,2019/6/27 0:00,小型汽车,广东广物汽贸机动车检测服务有限公司
2018071003327,粤A81N01,JN1AY01EX6M200122,2018/6/22 0:00,2019/6/21 0:00,小型汽车,广州市外运机动车检测有限公司
2018071003328,粤PQH787,LHGCG566712021473,2018/5/27 0:00,2019/5/26 0:00,小型汽车,增城市安迅机动车检测有限公司
2018071003329,粤A38A96,LVGBE42K16G006290,2017/8/8 0:00,2018/8/7 0:00,小型汽车,广东东盛机动车检测站
2018071003330,粤AS2H41,LSGTC52U17Y076859,2018/2/20 0:00,2019/2/19 0:00,小型汽车,广东东盛机动车检测站
2018071003331,粤AN0895,LKDG42144EG000843,2018/1/1 0:00,2018/12/31 0:00,大型汽车,广州市安运机动车检测站有限公司
2018071003332,粤A122A5,LSGWT52X37S067817,2017/8/1 0:00,2018/7/31 0:00,小型汽车,广东东盛机动车检测站
2018071003333,粤A399B5,LVHFA165575024686,2017/8/5 0:00,2018/8/4 0:00,小型汽车,广东东盛机动车检测站
2018071003334,粤AC88Z5,LSGUA84W6GE016989,2018/7/1 0:00,2019/6/30 0:00,小型汽车,广东东盛机动车检测站
2018071003335,粤S0Y966,JTEBL29J375068003,2018/7/12 0:00,2019/7/11 0:00,小型汽车,广州市荔江机动车检测有限公司
2018071003336,粤A1R427,301974,2017/7/17 0:00,2018/7/16 0:00,小型汽车,广州广保安车辆检测有限公司
2018071003337,粤R11V32,LZWADAGA4GB277940,2017/9/26 0:00,2018/9/25 0:00,小型汽车,广州市安华机动车检测有限公司
2018071003338,粤AY8427,LGBG22E0X6Y034608,2018/6/14 0:00,2019/6/13 0:00,小型汽车,广州从化河东南汽车检测站有限公司
2018071003339,粤AW9603,LHGCM567X62027129,2017/7/28 0:00,2018/7/27 0:00,小型汽车,增城市新塘机动车检测站
2018071003340,粤AZ550P,LSJW26H359S040368,2017/8/11 0:00,2018/8/10 0:00,小型汽车,广州市冠新机动车安全检测有限公司
2018071003341,粤AD4088,LL3BHCDJ09A000764,2018/7/1 0:00,2019/6/30 0:00,大型汽车,广州市安运机动车检测站有限公司
2018071003343,粤AV9167,LZYTBTD28F1078280,2018/2/9 0:00,2019/2/8 0:00,大型汽车,广东粤港机动车检测有限公司
2018071003344,粤AAG665,LFNAFUKP9GFA00828,2018/5/2 0:00,2019/5/1 0:00,大型汽车,广州市广骏信源汽车检测服务有限公司
2018071003345,粤A9179,LFV2A1BS5G4578505,2018/5/11 0:00,2019/5/10 0:00,教练汽车,广州市安骏机动车检测服务有限公司
2018071003346,粤AJW012469,LVBV3JBB7JW012469,2018/7/10 0:00,2019/7/9 0:00,小型汽车,广东粤旅汽车检测有限公司检测站
2018071003347,粤A338XW,LHGCP2685A2005692,2017/7/18 0:00,2018/7/17 0:00,小型汽车,广州隆新汽车检测服务有限公司
2018071003348,粤BU0498,LJ11KDBC5D1050725,2018/6/30 0:00,2019/6/29 0:00,大型汽车,广州市南英机动车辆检测有限公司
2018071003349,粤A5RK39,LZWDAAGAXFA057082,2017/7/22 0:00,2018/7/21 0:00,小型汽车,广州市嘉保车辆检测技术有限公司
2018071003350,粤A2N3W2,LVZKN2192HC143193,,,小型汽车,广州市集威汽车检测有限公司
2018071003351,粤A962XK,SALSN2F47BA268114,2018/1/1 0:00,2018/12/31 0:00,小型汽车,广东粤港机动车检测有限公司
2018071003352,粤A651EH,LVGES46A6AG016622,2018/7/10 0:00,2019/7/9 0:00,小型汽车,广州科韵汽车检测有限公司
2018071003353,粤A47P43,LGXC16DG370218273,2018/1/8 0:00,2019/1/7 0:00,小型汽车,广州市嘉保车辆检测技术有限公司
2018071003354,粤A020Q5,LVGBE40K28G252867,2017/7/17 0:00,2018/7/16 0:00,小型汽车,广州市必高飘峰汽车检测站
2018071003355,粤A2RJ14,LSCABN3R8FE026563,2018/7/3 0:00,2019/7/2 0:00,小型汽车,广州市外运机动车检测有限公司
2018071003356,粤A5YA07,LZWCBAGA2E7075337,2017/8/2 0:00,2018/8/1 0:00,小型汽车,广州市集威汽车检测有限公司
2018071003357,粤AH12A8,LS4AAB3R67G029870,2017/7/15 0:00,2018/7/14 0:00,小型汽车,广州市龙口汽车检测有限公司
2018071003358,粤AS9149,LA6R1DSC0AB202061,2017/7/24 0:00,2018/7/23 0:00,大型汽车,广州穗安环保科技发展有限公司
2018071003359,粤A343J8,LSCAC53D37E040289,2018/2/17 0:00,2019/2/16 0:00,小型汽车,广州市安运机动车检测站有限公司
2018071003360,粤A9FB25,LSCABN3RXEE509566,2017/7/26 0:00,2018/7/25 0:00,小型汽车,广州市外运机动车检测有限公司
2018071003362,粤AAJ341,LGAG4DY37G8012311,2017/8/5 0:00,2018/8/4 0:00,大型汽车,广东粤旅汽车检测有限公司检测站
2018071003363,粤AG3367,LGAX2A134A1019389,2017/8/28 0:00,2018/8/27 0:00,大型汽车,广州市南英机动车辆检测有限公司
2018071003364,粤G78M20,LTVBG864350036205,2017/8/16 0:00,2018/8/15 0:00,小型汽车,广州潮荣汽检发展有限公司
2018071003365,粤AS0T39,LGBG22E03CY535156,2017/8/3 0:00,2018/8/2 0:00,小型汽车,广东粤港机动车检测有限公司
2018071003366,粤A3V2G2,LJ166A334E7015843,2017/8/2 0:00,2018/8/1 0:00,小型汽车,广东广物汽贸机动车检测服务有限公司
2018071003367,粤AUU528,LFMAC22C860752680,2017/7/12 0:00,2018/7/11 0:00,小型汽车,广州隆新汽车检测服务有限公司
2018071003369,粤AN2697,LGG5RKCM06H002480,2017/9/27 0:00,2018/9/26 0:00,大型汽车,广州从速机动车服务有限公司
2018071003370,粤A98Q77,LFMAC22C770823563,2018/6/20 0:00,2019/6/19 0:00,小型汽车,广州市安行机动车检测服务有限公司
2018071003371,浙C01N71,5GAKV7EDXBJ276702,2017/7/12 0:00,2018/7/11 0:00,小型汽车,广州市途进汽车检测有限公司
2018071003372,粤A3AM90,LDC943L37C1100173,2017/7/24 0:00,2018/7/23 0:00,小型汽车,广州华工机动车检测技术有限公司
2018071003373,粤A9RB17,LEFYECG25FHN59472,2018/7/10 0:00,2019/7/9 0:00,小型汽车,广州市亚飞豪健机动车检测有限公司
2018071003374,粤AB87R8,LH17CKKF87H049736,2017/7/22 0:00,2018/7/21 0:00,小型汽车,广州从化河东南汽车检测站有限公司
2018071003375,粤A5MN54,LSCAB33E6FE904542,,,小型汽车,广东泰通机动车检测有限公司
2018071003376,闽CX712M,LVGDA46A0AG061389,2017/8/27 0:00,2018/8/26 0:00,小型汽车,广东广物汽贸机动车检测服务有限公司
2018071003377,粤SV4G12,LHGCF966922014312,2018/2/15 0:00,2019/2/14 0:00,小型汽车,广州市泽贤汽车检测有限公司
2018071003378,粤A120KY,LSGGF53F3AH205409,2017/9/15 0:00,2018/9/14 0:00,小型汽车,广州市安华机动车检测有限公司
2018071003379,粤A612JC,LKHGF1AG1AAC30661,2017/8/23 0:00,2018/8/22 0:00,小型汽车,广州市泽贤汽车检测有限公司
2018071003380,粤A732RY,LVGBE40KX8G239736,2018/7/5 0:00,2019/7/4 0:00,小型汽车,广州潮荣汽检发展有限公司
2018071003381,粤TAH088,LBEYFAKD0BY064578,2018/7/1 0:00,2019/6/30 0:00,小型汽车,广州骏欣机动车检测有限公司
2018071003382,粤AC4B39,LGBG22E236Y009955,2018/6/28 0:00,2019/6/27 0:00,小型汽车,广州市白云区粤翔机动车检测站
2018071003383,粤AT852Y,LVSHBFAF8BF163047,2017/12/28 0:00,2018/12/27 0:00,小型汽车,广州市巽安汽车检测服务有限公司
2018071003384,粤A432D7,LYMTGAA188A714876,2018/7/10 0:00,2019/7/9 0:00,普通摩托车,广州从化小海摩托车检测站有限公司
2018071003385,粤A1939D,LB37624S09L025681,2017/7/26 0:00,2018/7/25 0:00,小型汽车,广州市集威汽车检测有限公司
2018071003386,粤AS9G72,WAUAGD4L6CD032165,2017/8/5 0:00,2018/8/4 0:00,小型汽车,广州市外运机动车检测有限公司
2018071003387,粤A203LY,LVGDA46A6AG077578,2017/9/27 0:00,2018/9/26 0:00,小型汽车,广州市冠新机动车安全检测有限公司
2018071003388,粤AD6U82,LJ11KBBC1B1018565,2017/7/23 0:00,2018/7/22 0:00,小型汽车,广州市升平机动车检测有限公司
2018071003389,粤A337VN,LHGGD384472008490,2017/9/16 0:00,2018/9/15 0:00,小型汽车,增城市新塘机动车检测站
2018071003390,粤AAD532,LGHX7C1D5G6104602,2018/6/17 0:00,2019/6/16 0:00,大型汽车,广州骏朋汽车检测服务有限公司
2018071003391,粤AD2P18,LWLNKR8B6BL055047,2018/1/6 0:00,2019/1/5 0:00,小型汽车,广州交通集团汽车检测服务有限公司
2018071003392,粤AG4V67,LSYHN7AF44K049325,2017/12/29 0:00,2018/12/28 0:00,小型汽车,广州市必高飘峰汽车检测站
2018071003393,粤A246J9,LC6PCJ201G0010325,2018/7/10 0:00,2019/7/9 0:00,普通摩托车,广州市集威汽车检测有限公司
2018071003394,粤AJE268810,LSCABN3R2JE268810,2018/7/12 0:00,2019/7/11 0:00,小型汽车,广州番骏机动车检测有限公司
2018071003395,粤AU2A99,LSGJU52P44S272775,2018/7/10 0:00,2019/7/9 0:00,小型汽车,广州市番禺区石基机动车检测站
2018071003396,闽A31W95,LSGJR52U67H106122,2017/8/2 0:00,2018/8/1 0:00,小型汽车,广州市番禺区石基机动车检测站
2018071003397,粤A861A2,LFV3A24F273029103,2018/7/7 0:00,2019/7/6 0:00,小型汽车,广州市外运机动车检测有限公司
2018071003398,粤S1CF87,LJ166A343G7104332,2018/7/7 0:00,2019/7/6 0:00,小型汽车,增城市新塘机动车检测站
2018071003399,粤A011XC,LSGEW53B5AS045721,2017/9/27 0:00,2018/9/26 0:00,小型汽车,广东粤旅汽车检测有限公司检测站
2018071003400,粤A6J2F1,2HHYD2863AH202255,2017/7/29 0:00,2018/7/28 0:00,小型汽车,广州市交海汽车检测有限公司
2018071003401,粤FYE825,LTXTGJP0XDA106533,2018/7/10 0:00,2019/7/9 0:00,普通摩托车,广州从化小海摩托车检测站有限公司
2018071003402,粤S0Z8E3,LGBG12E016Y036525,2017/7/26 0:00,2018/7/25 0:00,小型汽车,广州市嘉保车辆检测技术有限公司
2018071003403,粤AU6288,LGAXGJ1L761018746,2017/9/17 0:00,2018/9/16 0:00,大型汽车,广州市泽贤汽车检测有限公司
2018071003404,粤AC7W51,LVGDA46A9BG115712,,,小型汽车,广州市翔龙机动车检测有限公司
2018071003405,粤AU6567,LZYTCGD6871016452,2018/6/30 0:00,2019/6/29 0:00,大型汽车,广州市集威汽车检测有限公司
2018071003406,粤AD8Q39,LFBME3085AJB09116,2017/7/29 0:00,2018/7/28 0:00,小型汽车,广州骏欣机动车检测有限公司
2018071003407,粤MTN735,WDB2201651A283885,2017/8/6 0:00,2018/8/5 0:00,小型汽车,增城市新塘机动车检测站
2018071003408,粤A6866P,WVWLR57N1CV049460,2017/8/31 0:00,2018/8/30 0:00,小型汽车,广州市翔龙机动车检测有限公司
2018071003409,粤A399VV,WDDHF5EB1AA187520,2017/8/27 0:00,2018/8/26 0:00,小型汽车,广州骏欣机动车检测有限公司
2018071003410,粤AP109V,LZWACAGA7A7146336,2017/9/3 0:00,2018/9/2 0:00,小型汽车,广州骏朋汽车检测服务有限公司
2018071003411,粤A098TL,LFV3A28KXB3022562,2017/7/13 0:00,2018/7/12 0:00,小型汽车,广州市天河安利汽车检测中心
2018071003412,粤AW763Y,LFV2A215XB3556029,2017/8/17 0:00,2018/8/16 0:00,小型汽车,广州市番禺区石基机动车检测站
2018071003413,粤AJL524151,LGGX4C350JL524151,2018/7/10 0:00,2019/7/9 0:00,新车,广州市巽安汽车检测服务有限公司
2018071003414,粤AF1581,LWLNRRTK9AL000738,2017/7/29 0:00,2018/7/28 0:00,大型汽车,广州市安华机动车检测有限公司
2018071003415,粤A9919S,JTHBJ46G892313704,2018/4/4 0:00,2019/4/3 0:00,小型汽车,广州市外运机动车检测有限公司
2018071003416,粤A818VX,LSGVA54R2AY129809,2017/7/16 0:00,2018/7/15 0:00,小型汽车,广州市城市客运交通技术咨询服务中心
2018071003417,粤A231AN,LJDDAA12890022876,2018/6/23 0:00,2019/6/22 0:00,小型汽车,广州市大康机动车检测有限公司
2018071003418,粤A6Q1U5,LFMBE84B590130385,2017/9/7 0:00,2018/9/6 0:00,小型汽车,广州市必高飘峰汽车检测站
2018071003419,粤AH2152,LA6R4FSCXAB302056,2018/3/11 0:00,2019/3/10 0:00,大型汽车,广州市升平机动车检测有限公司
2018071003420,粤AF486D,JF1SJ94D6DG060035,,,小型汽车,广州科韵汽车检测有限公司
2018071003421,粤AR1H53,LHGCM462542007558,2018/6/21 0:00,2019/6/20 0:00,小型汽车,广州市天河安利汽车检测中心
2018071003422,粤AK106T,LFPM4ACC8A1E22534,2017/7/24 0:00,2018/7/23 0:00,小型汽车,广州隆新汽车检测服务有限公司
2018071003423,粤KNM062,LGBG12E016Y036430,2017/7/18 0:00,2018/7/17 0:00,小型汽车,广州市集威汽车检测有限公司
2018071003425,粤A3PY48,LJ11KBBC0F9012649,2018/7/10 0:00,2019/7/9 0:00,小型汽车,广东粤港机动车检测有限公司
2018071003426,粤A386AG,LSYBCAABX8K002845,2017/7/27 0:00,2018/7/26 0:00,小型汽车,广州市安华机动车检测有限公司
2018071003427,粤A9QM93,LSCBB13R2FG609745,2018/6/4 0:00,2019/6/3 0:00,小型汽车,广州市升平机动车检测有限公司
2018071003429,粤AD276,LSYKN7BG44K025362,2017/12/25 0:00,2018/12/24 0:00,警用汽车,广州市安行机动车检测服务有限公司
2018071003430,粤AL9D71,LZWACAGA9C9005341,2018/7/10 0:00,2019/7/9 0:00,小型汽车,广州市京晟机动车检测有限公司
2018071003432,粤A307Q3,LVHRE489185027394,2017/7/12 0:00,2018/7/11 0:00,小型汽车,广州骏欣机动车检测有限公司
2018071003433,粤A9RC89,LZWDAAGA6FA085333,2018/7/9 0:00,2019/7/8 0:00,小型汽车,广州市安行机动车检测服务有限公司
2018071003434,粤AK188F,LSVCB23T1C2020689,2017/9/19 0:00,2018/9/18 0:00,小型汽车,广州新笃机动车检测有限公司
2018071003435,粤A1316X,LGXC16DG7A1047027,2018/6/23 0:00,2019/6/22 0:00,小型汽车,广州市龙口汽车检测有限公司
2018071003438,粤AJL524201,LGGX4C350JL524201,2018/7/10 0:00,2019/7/9 0:00,新车,广州市巽安汽车检测服务有限公司
2018071003439,粤A2AX07,WBAWX5107CL897299,2017/8/26 0:00,2018/8/25 0:00,小型汽车,广州华工机动车检测技术有限公司
2018071003441,粤AM85Z9,VF12RRBE0FW561587,2018/7/10 0:00,2019/7/9 0:00,小型汽车,广州大昌行喜龙机动车检测有限公司
2018071003442,粤A8237E,LGBH1AE03BY160028,2017/7/25 0:00,2018/7/24 0:00,小型汽车,广州市大康机动车检测有限公司
2018071003443,粤A2F5A8,LSCABN3E8GE627177,2018/6/25 0:00,2019/6/24 0:00,小型汽车,广州市诚安汽车科技有限公司
2018071003444,粤A2EF43,LEFYECG28EHN44009,,,小型汽车,广州市南英机动车辆检测有限公司
2018071003445,吉C8043,LB9HGGJ36GTSFJ234,2018/7/10 0:00,2019/7/9 0:00,挂车,广州市冠新机动车安全检测有限公司
2018071003446,粤XXN378,LFPH4ABC781A36295,2017/7/19 0:00,2018/7/18 0:00,小型汽车,广州市番禺区石基机动车检测站
2018071003447,粤AQ969M,KMHSH81D09U485873,2017/7/19 0:00,2018/7/18 0:00,小型汽车,广州大昌行喜龙机动车检测有限公司
2018071003448,粤AJL526361,LGGR3CG52JL526361,2018/5/1 0:00,2019/4/30 0:00,大型汽车,广州市升平机动车检测有限公司
2018071003449,粤AZ1106,LK1TCJPD2C1142401,2018/5/27 0:00,2019/5/26 0:00,普通摩托车,广州从化小海摩托车检测站有限公司
2018071003450,粤A8093J,LH16CHH08AH099755,2018/7/9 0:00,2019/7/8 0:00,小型汽车,广东大路机动车检测有限公司
2018071003451,京N9TH09,LSGUA83B0GE035519,2018/4/3 0:00,2019/4/2 0:00,小型汽车,广州市冠新机动车安全检测有限公司
2018071003452,粤AG1832,L8AL2CE75AB000533,2017/11/25 0:00,2018/11/24 0:00,大型汽车,广州市升平机动车检测有限公司
2018071003453,粤A6DL58,LWLNHR3F7EL041980,2018/6/10 0:00,2019/6/9 0:00,小型汽车,广州大昌行喜龙机动车检测有限公司
2018071003455,粤AJHN29198,LEFYFCG27JHN29198,2018/7/10 0:00,2019/7/9 0:00,小型汽车,广州市大康机动车检测有限公司
2018071003456,粤AF9419,LGF1A9JL1AF106610,2017/9/1 0:00,2018/8/31 0:00,大型汽车,广州从化河东南汽车检测站有限公司
2018071003457,粤A5PK14,WBA1A310XCJ165793,2018/6/13 0:00,2019/6/12 0:00,小型汽车,广州大昌行喜龙机动车检测有限公司
2018071003458,粤A015JH,LGJE1FE25AM023345,2017/7/29 0:00,2018/7/28 0:00,小型汽车,广州市龙口汽车检测有限公司
2018071003459,粤A0EQ24,LJ166A342E7104576,2017/8/12 0:00,2018/8/11 0:00,小型汽车,广州骏欣机动车检测有限公司
2018071003461,粤A308B3,LSVAH41Z172334776,2018/7/5 0:00,2019/7/4 0:00,小型汽车,广州广保安车辆检测有限公司
2018071003462,粤A7Z0T9,LEFAECG29FHN60688,2017/7/21 0:00,2018/7/20 0:00,小型汽车,广州大昌行喜龙机动车检测有限公司
2018071003463,粤AD0359,LZYTBTD6491028225,,,大型汽车,增城市安迅机动车检测有限公司
2018071003464,粤AS8M03,LZWADAGA0C8184419,2017/8/14 0:00,2018/8/13 0:00,小型汽车,广州市安华机动车检测有限公司
2018071003465,粤AQ5W01,JTHKR5BH7C2103910,2018/6/13 0:00,2019/6/12 0:00,小型汽车,广东粤旅汽车检测有限公司检测站
2018071003466,粤A248J5,L9STB5123G1220272,2018/7/10 0:00,2019/7/9 0:00,普通摩托车,广州从化小海摩托车检测站有限公司
2018071003468,粤A989TY,LGB2AAA32EZ074360,2018/7/10 0:00,2019/7/10 0:00,小型汽车,广州市交海汽车检测有限公司
